conceptId	en	current_ru	status	suggested_ru	reason	source_basis
FMA15756	region of posterior sector of right liver (in-vivo)	Область заднего сектора правой части печени	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA15757	region of anterior sector of left liver (in-vivo)	Область переднего сектора левой части печени	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA15791	tributary of right hepatic vein	Приток правый печёночная вена	FIX	Приток Правая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA15793	tributary of middle hepatic vein	Приток средняя печёночная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15794	tributary of left hepatic vein	Приток левый печёночная вена	FIX	Приток Левая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA15796	posterior superior segmental tributary of right hepatic vein	Задняя верхняя сегментарный приток правый печёночная вена	FIX	Задняя верхняя сегментарный приток Правая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA15797	posterior inferior segmental tributary of right hepatic vein	Задняя нижняя сегментарный приток правый печёночная вена	FIX	Задняя нижняя сегментарный приток Правая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA15798	anterior superior segmental tributary of right hepatic vein	Передний верхний сегментарный приток правой печёночной вены	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15800	anterior inferior segmental tributary of middle hepatic vein	Передний нижний сегментарный приток средней печёночной вены	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15801	medial inferior segmental tributary of middle hepatic vein	Медиальная нижняя сегментарный приток средняя печёночная вена	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA15802	medial superior segmental tributary of left hepatic vein	Медиальная верхняя сегментарный приток левый печёночная вена	FIX	Медиальная верхняя сегментарный приток Левая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA15803	lateral superior segmental tributary of left hepatic vein	Латеральная верхняя сегментарный приток левый печёночная вена	FIX	Латеральная верхняя сегментарный приток Левая печёночная вена	laterality; lost_information	FMA; pattern consistency
FMA15804	lateral inferior segmental tributary of left hepatic vein	Латеральная нижняя сегментарный приток левый печёночная вена	FIX	Латеральная нижняя сегментарный приток Левая печёночная вена	laterality; lost_information	FMA; pattern consistency
