conceptId	en	current_ru	latin_ta	english_ta	mapping_status	confidence
FMA23047	medial proper palmar digital artery of index finger	Медиальная собственно ладонная пальцевая артерия указательного палец			NO_MATCH	0.00
FMA23048	lateral proper palmar digital artery of little finger	Латеральная собственно ладонная пальцевая артерия мизинца палец			NO_MATCH	0.00
FMA23050	medial proper palmar digital artery of right index finger	Правая медиальная собственная ладонная пальцевая артерия указательного пальца			NO_MATCH	0.00
FMA23051	medial proper palmar digital artery of left index finger	Левая медиальная собственная ладонная пальцевая артерия указательного пальца			NO_MATCH	0.00
FMA23052	medial proper palmar digital artery of right ring finger	Правая медиальная собственная ладонная пальцевая артерия безымянного пальца			NO_MATCH	0.00
FMA23054	lateral proper palmar digital artery of right little finger	Правая латеральная собственная ладонная пальцевая артерия мизинца			NO_MATCH	0.00
FMA23055	lateral proper palmar digital artery of left little finger	Левая латеральная собственная ладонная пальцевая артерия мизинца			NO_MATCH	0.00
FMA23062	pectoral branch of thoraco-acromial artery	Грудная ветвь грудоакромиальной артерии			NO_MATCH	0.00
FMA23063	pectoral branch of right thoraco-acromial artery	Грудная ветвь правой грудоакромиальной артерии			NO_MATCH	0.00
FMA23064	pectoral branch of left thoraco-acromial artery	Грудная ветвь левой грудоакромиальной артерии			NO_MATCH	0.00
FMA23065	acromial branch of thoraco-acromial artery	Акромиальная ветвь грудоакромиальной артерии			NO_MATCH	0.00
FMA23067	deltoid branch of thoraco-acromial artery	Дельтовидная ветвь грудоакромиальной артерии			NO_MATCH	0.00
FMA23068	acromial branch of right thoraco-acromial artery	Акромиальная ветвь правой грудоакромиальной артерии			NO_MATCH	0.00
FMA23069	acromial branch of left thoraco-acromial artery	Акромиальная ветвь левой грудоакромиальной артерии			NO_MATCH	0.00
FMA23072	deltoid branch of right thoraco-acromial artery	Дельтовидная ветвь правой грудоакромиальной артерии			NO_MATCH	0.00
FMA23073	deltoid branch of left thoraco-acromial artery	Дельтовидная ветвь левой грудоакромиальной артерии			NO_MATCH	0.00
FMA23081	rotator muscle	Вращатель мышца			NO_MATCH	0.00
FMA23082	cervical rotator	Шейная вращатель			NO_MATCH	0.00
FMA23083	thoracic rotator	Грудная вращатель			NO_MATCH	0.00
FMA23084	lumbar rotator	Поясничная вращатель			NO_MATCH	0.00
FMA23089	right lumbar rotator	Правый поясничная вращатель			NO_MATCH	0.00
FMA23090	left lumbar rotator	Левый поясничная вращатель			NO_MATCH	0.00
FMA23113	subscapular vein	Субскапулар вена	vena subscapularis	subscapular vein	EXACT	1.00
FMA23114	right subscapular vein	Правый субскапулар вена	vena subscapularis	subscapular vein	PROBABLE	0.86
FMA23115	left subscapular vein	Левый субскапулар вена	vena subscapularis	subscapular vein	PROBABLE	0.86
FMA23117	branch of deep brachial artery	Ветвь глубокой артерии плеча			NO_MATCH	0.00
FMA23119	medial collateral artery	Медиальная коллатеральная артерия			NO_MATCH	0.00
FMA23120	radial collateral artery	Лучевая коллатеральная артерия	arteria collateralis radialis	radial collateral artery	EXACT	1.00
FMA23124	middle collateral branch of right deep brachial artery	Средняя коллатеральная ветвь правой глубокой плечевой артерии			NO_MATCH	0.00
FMA23125	middle collateral branch of left deep brachial artery	Средняя коллатеральная ветвь левой глубокой плечевой артерии			NO_MATCH	0.00
FMA23126	radial collateral branch of right deep brachial artery	Лучевая коллатеральная ветвь правой глубокой плечевой артерии			NO_MATCH	0.00
FMA23127	radial collateral branch of left deep brachial artery	Лучевая коллатеральная ветвь левой глубокой плечевой артерии			NO_MATCH	0.00
FMA23130	right humerus	Правый плечевая кость	humerus	humerus	PROBABLE	0.86
FMA23131	left humerus	Левый плечевая кость	humerus	humerus	PROBABLE	0.86
FMA23179	circumflex scapular artery	Огибающая лопаточная артерия	arteria circumflexa scapulae	circumflex scapular artery	EXACT	1.00
FMA23180	right circumflex scapular artery	Правый огибающая лопаточная артерия	arteria circumflexa scapulae	circumflex scapular artery	PROBABLE	0.86
FMA23181	left circumflex scapular artery	Левый огибающая лопаточная артерия	arteria circumflexa scapulae	circumflex scapular artery	PROBABLE	0.86
FMA23463	radius	Лучевая кость	radius	radius	EXACT	1.00
FMA23464	right radius	Правый лучевая кость	radius	radius	PROBABLE	0.86
FMA23465	left radius	Левый лучевая кость	radius	radius	PROBABLE	0.86
FMA23466	ulna	Локтевая кость	ulna	ulna	EXACT	1.00
FMA23467	right ulna	Правый локтевая кость	ulna	ulna	PROBABLE	0.86
FMA23468	left ulna	Левый локтевая кость	ulna	ulna	PROBABLE	0.86
FMA23706	interosseous membrane of forearm	Межкостная оболочка предплечье	membrana interossea antebrachii	interosseous membrane of forearm	EXACT	1.00
FMA23707	interosseous membrane of right forearm	Межкостная оболочка правый предплечье	membrana interossea antebrachii	interosseous membrane of forearm	PROBABLE	0.86
FMA23708	interosseous membrane of left forearm	Межкостная оболочка левый предплечье	membrana interossea antebrachii	interosseous membrane of forearm	PROBABLE	0.86
FMA23709	scaphoid	Скафоид			NO_MATCH	0.00
FMA23712	lunate	Лунатэ			NO_MATCH	0.00
FMA23715	triquetral	Триквэтрал			NO_MATCH	0.00
FMA23718	pisiform	Писиформ			NO_MATCH	0.00
FMA23721	trapezium	Трапэзиум			NO_MATCH	0.00
FMA23724	trapezoid	Трапэзоид			NO_MATCH	0.00
FMA23725	right trapezoid	Правый трапэзоид			NO_MATCH	0.00
FMA23727	capitate	Капитатэ			NO_MATCH	0.00
FMA23730	hamate	Хаматэ			NO_MATCH	0.00
FMA23889	carpal bone	Запястная кость кость			NO_MATCH	0.00
FMA23899	first metacarpal bone	Первая пястная кость кость			NO_MATCH	0.00
FMA23900	second metacarpal bone	Вторая пястная кость кость			NO_MATCH	0.00
FMA23901	third metacarpal bone	Третья пястная кость кость	os tertium metacarpi	third metacarpal bone	EXACT	1.00
FMA23902	fourth metacarpal bone	Четвёртая пястная кость кость			NO_MATCH	0.00
FMA23903	fifth metacarpal bone	Пятая пястная кость кость			NO_MATCH	0.00
FMA23914	phalanx of finger	Фаланга палец			NO_MATCH	0.00
FMA23918	proximal phalanx of thumb	Проксимальная фаланга тумб			NO_MATCH	0.00
FMA23919	proximal phalanx of index finger	Проксимальная фаланга указательного палец			NO_MATCH	0.00
FMA23920	proximal phalanx of middle finger	Проксимальная фаланга средняя палец			NO_MATCH	0.00
FMA23921	proximal phalanx of ring finger	Проксимальная фаланга кольцо палец			NO_MATCH	0.00
FMA23922	proximal phalanx of little finger	Проксимальная фаланга мизинца палец			NO_MATCH	0.00
FMA23933	middle phalanx of index finger	Средняя фаланга указательного палец			NO_MATCH	0.00
FMA23934	middle phalanx of middle finger	Средняя фаланга средняя палец			NO_MATCH	0.00
FMA23935	middle phalanx of ring finger	Средняя фаланга кольцо палец			NO_MATCH	0.00
FMA23936	middle phalanx of little finger	Средняя фаланга мизинца палец			NO_MATCH	0.00
FMA23938	middle phalanx of left index finger	Средняя фаланга левый указательного палец			NO_MATCH	0.00
FMA23940	middle phalanx of left middle finger	Средняя фаланга левый средняя палец			NO_MATCH	0.00
FMA23942	middle phalanx of left ring finger	Средняя фаланга левый кольцо палец			NO_MATCH	0.00
FMA23944	middle phalanx of left little finger	Средняя фаланга левый мизинца палец			NO_MATCH	0.00
FMA23945	distal phalanx of thumb	Дистальная фаланга тумб			NO_MATCH	0.00
